iteration,seed,accuracy_train,accuracy_test,loss_train,loss_test,gen_error_accuracy,gen_error_loss,beta,frobenius1,frobenius2,bound,regularization,n_per_Phase
134,12585,0.75,0.309,2.8834262108063964,2.930050193667097,0.441,0.0466239828607011,2.577033644801177,21.65884398452616,2.577504594319863,56.20941361206285,0.9219012458018117,[0 2 2 4]
136,12607,0.75,0.566,14.756632269786792,14.766522547751324,0.184,0.0098902779645335,1.5088296931615095,22.297786006445453,0.6750107014773952,33.65897402049232,9.420591972592607,[1 0 1 6]
137,12618,0.75,0.369,15.698169427593578,15.715594739941444,0.381,0.0174253123478642,2.080272473963301,21.912294489790703,1.6607598853292018,45.71427862555741,7.286184217592294,[1 2 2 3]
139,12640,0.875,0.624,5.864726264078802,5.893649830908321,0.251,0.0289235668295191,2.343647713224605,22.362731529393464,2.529898362590457,52.744683321793005,2.287421267755014,[0 0 1 7]
143,12684,0.875,0.459,1.9485853699736,1.989241681124238,0.416,0.0406563111506381,1.4876960661684504,21.97699308023767,0.8696538852869187,32.72067430345151,0.967531133234502,[0 1 0 7]
13,22365,0.875,0.411,4.107130888864362,4.146885166888681,0.464,0.0397542780243185,2.483081980964493,15.891513347976227,2.1485523707505085,39.818948676330415,1.4453399508843312,[0 0 2 6]
15,22387,0.875,0.353,9.359414063942,9.372242987173443,0.522,0.012828923231444,3.157956466329491,21.097712700460946,2.6464677554287226,67.14778456826797,2.797406830692573,[0 2 2 4]
31,22563,0.75,0.353,14.522670775922332,14.560932760497764,0.397,0.0382619845754312,2.134784518680678,20.486032652796656,1.417284856099603,43.83780036216768,6.55918355974131,[0 1 2 5]
32,22574,0.75,0.547,7.944237612183947,7.960106211374411,0.2029999999999999,0.0158685991904636,2.499891231559423,22.276766906373524,1.1906699231421636,55.76898414439034,2.970684725318227,[0 2 1 5]
33,22585,0.75,0.5,3.578417130112844,3.629840714620522,0.25,0.0514235845076784,2.124806537296925,20.607486714021228,1.8306645717488244,43.95935836160734,1.4520828360947569,[0 0 1 7]
36,22618,0.75,0.231,1.9265759144531749,2.0013225275559745,0.519,0.0747466131027996,2.211836257643133,21.8481490738434,1.4372104425567176,48.428971440978096,0.6520982090471988,[0 5 0 3]
46,22728,0.875,0.396,10.432062273330938,10.461455807007791,0.479,0.0293935336768544,1.6398121062306696,21.629766778582244,1.1345313091326017,35.51751152386712,6.042473655402504,[0 1 2 5]
48,22750,0.75,0.483,3.698666181424583,3.7413779930487374,0.267,0.0427118116241547,1.992531520403682,22.26056387875265,1.6336390390149536,44.47415520547559,1.6092109339838347,[0 1 1 6]
50,22772,0.75,0.45,6.9328409376032285,7.004549734223713,0.3,0.0717087966204843,2.1222458766946253,20.83678493999094,1.5019411045361972,44.3355111300014,3.0448757475166204,[0 0 0 8]
52,22794,0.875,0.435,4.653824007028002,4.6710988333409045,0.44,0.0172748263129021,2.657593265604501,21.659906645296743,2.429993322357211,57.92434238788137,1.549701323860267,[0 2 3 3]
56,22838,0.75,0.282,8.453164772585286,8.478127749617856,0.468,0.0249629770325707,1.3982571971739697,19.45962715563024,0.5902398504073522,27.22207725226021,5.660397406000297,[1 0 1 6]
58,22860,0.75,0.242,5.0426146935589,5.070187956716151,0.508,0.0275732631572509,1.76285761430591,21.573561646893644,0.8014864437873789,38.05735404230914,2.560875537292941,[1 2 0 5]
64,22926,0.875,0.458,5.3642196088825465,5.388315880516305,0.417,0.0240962716337582,2.3926252021353216,19.454234709350445,1.9535181660444323,46.7807778874319,2.0209493802976297,[0 0 1 7]
65,22937,0.875,0.518,9.85864229415924,9.87792264719794,0.357,0.0192803530387006,2.52571638844163,21.15193007425482,2.608962492145677,53.82862983565951,3.694800052764264,[0 1 1 6]
69,22981,0.75,0.425,2.327746270759654,2.358899595318537,0.325,0.031153324558883,1.8984179149775429,22.398975533939144,1.16837914007161,42.5804268535714,0.9583340682275496,[0 1 2 5]
71,23003,0.75,0.332,14.731593244317814,14.751261851176803,0.418,0.0196686068589908,1.996170751032372,19.959753961993076,1.7200680368280254,39.99074957476267,7.108893915702382,[0 0 4 4]
74,23036,0.75,0.611,3.379395853243798,3.3842850714772457,0.139,0.0048892182334476,1.5323071216280706,21.909233019244294,0.6369840045876335,33.58585958886519,1.8494331358352447,[1 1 1 5]
75,23047,0.75,0.565,6.1018304882538175,6.100880593735568,0.185,0.0009498945182491,2.340371364604156,22.01810030376896,1.6082441627366726,51.66780940982268,2.3749073377841152,[1 1 1 5]
89,23201,0.75,0.326,12.793075127061972,12.827022393022656,0.424,0.033947265960684,2.3152034233841965,18.549944320995795,2.0305198952044488,43.20342327522356,5.301389292597873,[0 2 0 6]
91,23223,0.875,0.263,4.535442523252511,4.547847712783222,0.612,0.0124051895307104,1.9191203862460888,15.95144541289049,0.9589557721440578,30.668012556018592,2.077661388345569,[1 3 1 3]
98,23300,0.75,0.368,4.789073798682738,4.818028358620321,0.382,0.0289545599375831,2.31443394805335,20.577106522988316,1.7752565150373336,47.80126163266764,1.843342632759708,[0 2 3 3]
99,23311,0.75,0.402,6.682270086508441,6.706045167160649,0.348,0.0237750806522081,1.5582297523257331,19.55565661853232,0.7847440886411311,30.49673105121569,3.9502293481632487,[0 2 4 2]
100,23322,0.75,0.307,2.9248161788513984,2.998151149640806,0.443,0.0733349707894075,2.110304651115532,21.7932269917368,1.5796370415061929,46.11100150863647,1.1533522124512805,[0 1 0 7]
102,23344,0.75,0.278,1.7777898136868768,1.839406475370093,0.472,0.0616166616832161,1.704895875108321,17.71422701957687,1.154297850538571,30.26496287353732,0.7539010288407744,[0 0 1 7]
106,23388,0.875,0.44,8.052355844336477,8.07120782693072,0.435,0.0188519825942439,1.7097783219088545,21.844714973272144,1.5761760104803624,37.44671775633692,4.395471000567043,[0 0 1 7]
109,23421,0.75,0.56,5.567661734923909,5.576851546536891,0.1899999999999999,0.0091898116129822,1.919169902578056,19.20622948650911,1.6726584516028145,36.99953700552749,2.618935908269465,[0 2 0 6]
110,23432,1.0,0.49,1.9504483604849647,1.981493118183916,0.51,0.0310447576989507,2.231302731585149,21.52655817367877,1.4751128378520495,48.14490878414979,0.6477544532172386,[1 3 0 4]
111,23443,0.875,0.527,1.5634952638027015,1.6146434221692725,0.348,0.0511481583665709,2.452363816966218,21.459700207804204,2.0680784432245867,52.8708073084164,0.4389053663326054,[0 0 1 7]
112,23454,0.75,0.416,4.615556423004401,4.623448800658816,0.334,0.0078923776544153,1.8724685982186944,20.86349983684379,1.3134082676787642,39.14358171683476,2.171149821363623,[0 3 2 3]
113,23465,0.75,0.567,15.49479678321137,15.516433408939465,0.183,0.0216366257280924,3.172538945671392,20.23586256727416,2.927575530465188,64.86743160339269,4.7223347830347215,[0 1 2 5]
116,23498,0.75,0.409,20.819922518787216,20.86241852001701,0.341,0.042496001229793,2.808459403530052,21.020201485992477,2.056014234235138,59.31610305367241,7.231399260238475,[0 2 4 2]
141,23773,0.75,0.407,10.061844174068227,10.088966528366626,0.343,0.0271223542983971,2.279408014404696,17.80803298829158,1.7895734383862605,40.79622110494065,4.183287143608372,[0 0 0 8]
146,23828,0.75,0.454,9.157558135619569,9.168474317150064,0.296,0.0109161815304972,1.70206644403617,20.49979738001252,0.5886076899727413,34.906397244612315,5.060562308105517,[0 1 2 5]
1,33344,0.875,0.485,3.23948764464798,3.255487876271368,0.39,0.016000231623388,2.0332023537229755,20.086494758140223,1.23580987086825,40.91713012334212,1.331425709239095,[0 0 1 7]
5,33388,0.75,0.378,3.216280717867132,3.2258755549026605,0.372,0.0095948370355287,2.3126961705753906,22.27229823174109,2.313270613555456,51.78614184286058,1.157125878348965,[0 0 3 5]
6,33399,0.75,0.361,18.308533256212844,18.34909026290889,0.389,0.0405570066960478,1.8674671647673229,20.456163018610287,1.264455768773178,38.27412355005224,9.525742458340227,[1 4 1 2]
7,33410,0.75,0.439,4.021602912618597,4.045161672262481,0.311,0.0235587596438833,1.8478147357738328,21.8723074330674,1.560244657331442,40.51867135584703,1.888152240227004,[0 2 0 6]
10,33443,0.75,0.381,7.489428120467874,7.527054595215652,0.369,0.0376264747477774,1.5208583505390785,21.743643769983244,1.0125986352482603,33.10484202072877,4.590056932389857,[0 0 4 4]
11,33454,0.75,0.315,11.458218331249672,11.46810805343507,0.435,0.0098897221853988,1.490455095853493,20.39768610345116,0.7002549776356504,30.41974506932845,7.317266547447504,[0 0 3 5]
27,33630,0.75,0.439,2.6839869906826253,2.6975830054893897,0.311,0.0135960148067644,1.9349415646740875,22.29333488433176,0.98073202797244,43.17802117282985,1.1089739710986677,[0 0 2 6]
35,33718,0.75,0.519,5.469585396223949,5.486022894751513,0.2309999999999999,0.0164374985275639,1.958888743451407,19.80409557772519,1.5770349884986763,38.91682617730625,2.523791424761353,[0 2 0 6]
37,33740,0.75,0.446,1.0214284704394454,1.0376678515092732,0.304,0.0162393810698278,1.7876444509805811,19.550149935381288,0.92371511327694,34.98770540862778,0.2693175510622499,[0 2 1 5]
44,33817,0.75,0.487,3.9379280407442514,3.9626806596927806,0.263,0.0247526189485292,2.2543112608903426,21.23662876597637,1.7279632665860267,48.03218732515376,1.5128644784934342,[0 1 2 5]
52,33905,0.75,0.27,0.9419512394307668,0.9582234692255532,0.48,0.0162722297947865,1.5704795859320744,22.12252066077008,1.4090398499708563,34.81336737831616,0.2551725040919838,[0 4 3 1]
53,33916,0.75,0.369,10.11449259053916,10.127014822401748,0.381,0.0125222318625866,1.843249208375183,21.74592205668748,0.9216090005911745,40.11913474379304,5.193898950651849,[0 2 3 3]
54,33927,0.75,0.459,9.49134978277804,9.50999319775138,0.291,0.0186434149733418,1.628472979362599,21.73814910079233,0.7462190750091712,35.420839716095024,5.499173754842104,[0 3 0 5]
58,33971,0.75,0.423,5.408853736206748,5.449095081105337,0.327,0.0402413448985896,1.6224896770476531,21.999784208069705,1.3111877147907811,35.75776278232233,3.024061719859988,[1 2 0 5]
60,33993,0.75,0.179,8.044061123667914,8.101180804563484,0.571,0.0571196808955694,2.040664204040953,15.76788397211547,1.591277702633215,32.3403964533526,3.695970464795498,[1 1 1 5]
64,34037,0.875,0.518,1.5929537581285536,1.6109363821281737,0.357,0.0179826239996201,1.7135724794574494,22.04671417250224,1.6489723707604265,37.88416618497378,0.6232575286636926,[0 2 0 6]
65,34048,0.875,0.6,0.2625253161020464,0.4312719650257742,0.275,0.1687466489237278,17.82871826981502,22.438019638816552,4.028615114504914,406.43787121839495,0.0012822661047049,[1 1 0 6]
71,34114,0.75,0.575,2.6008785199461464,2.645079341000797,0.175,0.0442008210546505,3.988401625801211,20.512529983175224,3.023106906794683,82.69593342965737,0.5324317951044506,[0 2 1 5]
77,34180,1.0,0.556,4.571703263667626,4.611290317163486,0.4439999999999999,0.0395870534958602,1.72980122943742,21.562286760357686,1.0686507783145311,37.34425022853965,2.3547960126422467,[0 0 0 8]
83,34246,0.75,0.384,4.964243540705228,4.986432453507798,0.366,0.0221889128025702,1.7353561653182168,21.94769916834856,1.5176385501442495,38.178022011952685,2.5496246488247785,[0 0 4 4]
90,34323,0.75,0.535,4.933106753762015,4.946851357962885,0.2149999999999999,0.0137446042008697,2.574184864726939,21.31341322439636,1.7557276358616316,55.050504420772654,1.7075266033022745,[0 2 0 6]
92,34345,0.75,0.478,9.256384306157322,9.265395995553666,0.272,0.0090116893963436,2.1706488396734964,20.719766067458423,2.501437944522296,45.30190919735114,4.01083057637212,[0 2 2 4]
93,34356,0.75,0.403,13.146515381975226,13.171434296164948,0.347,0.0249189141897225,1.909530289169138,19.61284170031552,1.529433599237859,37.56501478026644,6.608770186229327,[1 0 1 6]
95,34378,0.75,0.333,6.133792166655958,6.181375504844858,0.417,0.0475833381889003,2.2091798428989478,21.980071717388515,2.5945701391768003,48.89506168799816,2.5424346288451884,[2 0 2 4]
96,34389,0.75,0.52,3.066146976909728,3.086670228190302,0.2299999999999999,0.0205232512805744,2.346333384114376,22.15002033376904,2.1916012883822065,52.2251076454748,1.082600009028805,[0 2 1 5]
97,34400,0.75,0.339,3.831528388658014,3.844492509459639,0.411,0.0129641208016253,1.7408433388759916,21.87037665460622,1.2296215358949414,38.13302707421027,1.885130355095468,[0 3 2 3]
99,34422,0.75,0.384,6.636126237776836,6.654356514093922,0.366,0.0182302763170856,2.4501569820838203,20.951242700215865,1.66808205492372,51.4962770853948,2.4890040441514727,[0 2 1 5]
102,34455,0.75,0.502,3.710104160440136,3.712989199658295,0.248,0.0028850392181589,1.4233682980180546,22.232875388661668,0.2510213306885122,31.64758697031474,2.2169830389768967,[0 3 0 5]
104,34477,0.75,0.256,1.131505061860464,1.154320415869806,0.494,0.0228153540093418,1.9210988540379843,17.82058187061816,0.6351940055339157,34.25684007089685,0.3089227878441342,[0 5 0 3]
105,34488,0.75,0.522,1.7238897512515956,1.7347435850167157,0.2279999999999999,0.01085383376512,1.883575002235016,21.42090315958129,1.8026979303626756,40.490502223309285,0.6300510299041093,[0 1 1 6]
106,34499,0.75,0.405,2.7072757169637938,2.721000350445344,0.345,0.0137246334815501,1.771685475081456,21.06519877038576,0.7321439194359265,37.343441448816286,1.2227658023137316,[2 0 2 4]
108,34521,0.75,0.423,4.4495150784705615,4.480276488128754,0.327,0.0307614096581927,2.171146654277115,21.76273111670652,1.8812225080143417,47.42628538260051,1.8115547102826255,[0 0 0 8]
109,34532,0.875,0.551,1.3404987428055684,1.3550055397936167,0.3239999999999999,0.0145067969880483,1.5745050111545016,22.413389396745917,1.2595829891032646,35.34567627751628,0.523603642765563,[0 0 4 4]
113,34576,0.75,0.459,8.484506779851772,8.48726753299483,0.291,0.0027607531430575,2.043974448175192,21.4945290665789,0.4674181647606377,43.944654882440695,3.880374634802429,[0 2 0 6]
115,34598,0.875,0.506,7.473381844922815,7.47777366716963,0.369,0.0043918222468146,1.5751965481781287,22.18729693750129,0.9460060018939658,34.98110699788398,4.396004639557619,[0 0 1 7]
123,34686,0.75,0.357,0.9902981302184112,1.0105333098658231,0.393,0.020235179647412,1.9203863639085164,21.913861437481643,1.7410279729852494,42.21568800382493,0.2503088120699283,[0 1 2 5]
124,34697,0.875,0.604,6.8901502027814985,6.912978854103375,0.271,0.0228286513218769,2.88250821901836,21.371902098124117,2.6026157281236224,62.05979331348626,2.2112015180577798,[1 0 1 6]
2,44466,0.75,0.395,1.9768599007934031,1.9910333856712497,0.355,0.0141734848778467,1.3739702498858046,19.782417579852247,1.0245104349434824,27.21687908675794,1.0426666779009923,[0 2 2 4]
14,44598,0.875,0.416,8.15552890717013,8.173588483065911,0.459,0.0180595758957817,1.981640427896908,21.873153529456893,1.6804916525640006,43.47246231996569,3.8430653640326975,[1 1 1 5]
21,44675,0.875,0.5,7.216795638736619,7.262624987357906,0.375,0.0458293486212877,2.4574073148004136,19.71862051350813,1.8682434760501208,48.67368552295583,2.730459869870133,[0 1 1 6]
23,44697,0.75,0.352,2.0055866996955105,2.0237620303199804,0.398,0.0181753306244698,1.4542103261400297,20.79670393404679,0.6145317384061586,30.25598229904144,1.012037326277557,[1 0 2 5]
25,44719,0.75,0.351,2.2416358503921834,2.3402329191455755,0.399,0.0985970687533921,3.569839807896161,21.88754450570497,2.03381863269164,78.47162579713314,0.5010058537866474,[1 1 1 5]
26,44730,0.75,0.401,3.526566315128186,3.5491973870902638,0.349,0.0226310719620772,2.5011233787644302,21.57335837910169,1.8601522370220525,54.15783805312319,1.1976086630059777,[1 1 1 5]
30,44774,0.75,0.384,2.690635842215483,2.7013364654528558,0.366,0.0107006232373723,1.250758144105435,22.34082970422247,0.3951313302985485,27.947344815178838,1.7137875573545254,[1 1 0 6]
31,44785,0.75,0.402,0.530570495147023,0.6607574432351998,0.348,0.1301869480881767,4.869397662591764,17.40212155760266,4.367254035733257,87.36556293399781,0.0255910517020182,[0 1 3 4]
32,44796,0.75,0.382,5.819054171482984,5.863483006627624,0.368,0.0444288351446404,2.7999905318056664,19.841213731945736,2.46019289766335,55.98064922420655,1.9025717649843512,[0 1 1 6]
33,44807,1.0,0.505,22.579108747696587,22.62183360630896,0.495,0.0427248586123738,2.516775224203254,22.18148432908221,2.0876249563845097,56.07251082047166,8.776559278490742,[1 0 1 6]
36,44840,0.875,0.419,6.19080852566166,6.2126169343666096,0.456,0.0218084087049499,1.4510961804190463,21.71092851853516,0.7125322266069606,31.521607558829075,3.9007749274681487,[0 1 0 7]
40,44884,0.75,0.309,7.946008718461546,7.97411205507429,0.441,0.0281033366127436,2.2775200665291733,21.58602162780714,1.8719867842530988,49.34712058312377,3.2542810714169925,[0 2 0 6]
42,44906,0.75,0.384,7.2923831251282945,7.321433807788854,0.366,0.0290506826605598,2.764259654732682,19.583771107641684,2.4213838213267733,54.54684869427231,2.451326244877168,[0 1 0 7]
43,44917,0.75,0.366,4.123245726038585,4.145985766820975,0.384,0.0227400407823905,1.837381599415572,22.35247996811396,1.1070179323449014,41.12037234532063,1.955709146863532,[1 2 2 3]
47,44961,0.75,0.336,6.581470508067888,6.594899723946351,0.414,0.013429215878463,1.333423129850917,21.12313546827066,0.7271297290830253,28.18276043364077,4.526806299546687,[0 3 3 2]
53,45027,0.875,0.423,10.16093661267526,10.176227794715505,0.452,0.0152911820402454,1.6714094357031826,21.053606601148942,0.8987409408965269,35.22124448914419,5.758062498884889,[2 0 1 5]
66,45170,0.75,0.387,2.4364265514547454,2.469408215363351,0.363,0.0329816639086057,1.6024246692783009,21.632595352485577,1.5927418200953918,34.75843459886253,1.1974828592756157,[0 2 0 6]
67,45181,0.75,0.46,3.4476774317719205,3.4886587538130844,0.29,0.0409813220411638,3.4762650170855647,21.793988604759527,2.184409843681722,76.14128153351858,0.8536872671302901,[0 0 3 5]
71,45225,0.75,0.418,6.827501775231664,6.836100331064263,0.332,0.0085985558325996,1.5373858252921275,20.75032881783447,0.976157033235634,31.93654128210585,4.086647722021823,[0 1 3 4]
73,45247,0.75,0.354,2.1354558421914667,2.1397558572779536,0.396,0.0043000150864869,1.7090032884188289,22.22147802403928,1.6431529888526966,38.08026105364411,0.9249228884680596,[0 1 0 7]
76,45280,0.75,0.411,1.3410690859306151,1.3654267299219711,0.339,0.0243576439913559,1.3698109695976304,19.647764761094027,0.6166375879064301,26.92697536676512,0.5949759025004696,[0 2 0 6]
82,45346,0.75,0.513,2.389018674343581,2.3944523632615957,0.237,0.0054336889180142,1.4097225560171815,21.548064066325438,0.7378869936692068,30.394597193302268,1.3051631960604309,[1 2 0 5]
85,45379,0.75,0.328,12.22470479956981,12.242901017298516,0.422,0.0181962177287058,2.099112724216517,21.98532078434677,1.5612459425909984,46.26588345845575,5.565631061464205,[0 1 2 5]
87,45401,0.875,0.369,0.8489505056843855,0.9258084399833846,0.506,0.0768579342989991,3.138887820844772,20.84613345977972,2.773462256203006,66.01024914708383,0.118837859677435,[1 2 0 5]
89,45423,0.75,0.508,2.9275481995491024,2.949782938991329,0.242,0.022234739442227,2.743216007008862,20.99235560148245,2.290488599323703,57.9283393080749,0.8780423700502652,[0 4 1 3]
90,45434,0.875,0.418,2.903234554862548,2.9212953183419748,0.457,0.0180607634794274,1.78187396879682,22.381478115933284,0.7372799889667138,39.90260566991269,1.328178034627011,[0 0 0 8]
92,45456,0.75,0.327,20.220142407611178,20.300259648777423,0.423,0.0801172411662456,2.648136593128944,19.993466895902053,2.61550696055393,53.39654685351528,7.457197415484063,[0 0 3 5]
94,45478,0.75,0.418,7.440649321154368,7.464991238198317,0.332,0.0243419170439498,2.2564883977940275,22.378562849310367,1.8792764818160812,50.67470883901923,3.062348432639756,[0 0 1 7]
96,45500,0.75,0.342,8.695802385419185,8.755162299325166,0.408,0.0593599139059808,2.2941381564819574,20.05684150500861,1.878807448576176,46.21460366360081,3.5741856310270563,[3 3 0 2]
97,45511,0.75,0.396,12.490144406645836,12.525362944127616,0.354,0.0352185374817786,2.438190501135205,20.591587493154247,1.8685462607657977,50.412496407843534,4.908065873625534,[1 0 2 5]
101,45555,0.75,0.533,9.397299006739267,9.420695646789426,0.2169999999999999,0.0233966400501586,2.107703518505125,21.91348691325669,1.5598853800302657,46.30400380691237,4.211519592674319,[0 2 1 5]
104,45588,0.875,0.372,5.073263371541724,5.096397525943439,0.503,0.0231341544017142,2.24607174569395,18.873027025874173,1.564993518342209,42.535662545727305,2.0221843422005588,[0 0 2 6]
106,45610,0.875,0.491,28.164114617050444,28.19634166860647,0.384,0.0322270515560241,2.592278717642779,21.37038257800426,2.352142146850245,55.732534959383344,10.672646445587723,[1 2 0 5]
107,45621,0.75,0.344,14.029838651038755,14.12351041644776,0.406,0.0936717654090042,2.65597472510941,19.834744241320628,2.1739105694159435,52.99604518910285,5.114452473596396,[3 1 0 4]
108,45632,0.875,0.303,2.154479148429121,2.1808497347971683,0.5720000000000001,0.0263705863680474,1.854745689206384,19.777376141052205,1.3427219868419162,36.76644510368562,0.8741812545064024,[0 2 3 3]
120,45764,0.75,0.459,5.069613988369749,5.102742444398089,0.291,0.03312845602834,2.192308358689288,22.37781917970681,2.0417843880598645,49.26286520630771,2.0784512778948656,[1 1 0 6]
121,45775,0.875,0.525,13.82392368437135,13.841811160645731,0.35,0.0178874762743834,2.989324016053715,22.07793549045688,2.673908103322746,66.48037651308672,4.451317478411373,[1 0 1 6]
