iteration,seed,accuracy_train,accuracy_test,loss_train,loss_test,gen_error_accuracy,gen_error_loss,beta_PM,W1_F_sq,W2_F_sq,complexity,regularization,n_per_Phase
89,12090,0.875,0.493,0.3552100839547999,0.4699447358950735,0.382,0.1147346519402736,2.942640154956866,0.995987058446942,0.306955771953237,3.35892136856758,0.0006790051297768,[0 3 1 4]
92,12123,0.75,0.587,0.3432047735176493,0.406575795793869,0.163,0.0633710222762197,2.9918466823982754,0.9292265053834676,0.5854970803092918,3.682188592407047,0.0007101266386833,[1 1 1 5]
93,12134,0.75,0.314,3.054766608699824,3.138052887939944,0.436,0.0832862792401196,2.9255539628060747,0.1825545621780544,0.2608240481609145,1.948029288385832,0.6872276410953039,[1 1 4 2]
96,12167,0.75,0.507,2.856470257177038,2.8872461197475445,0.243,0.0307758625705063,2.9376895306902524,0.1371666467054804,0.1895699097488165,1.6792090235089172,0.8320915958169522,[1 0 3 4]
98,12189,0.75,0.392,0.5964163123356233,0.7359627966665676,0.358,0.1395464843309443,2.9638036558949867,0.2372418372370816,0.3989256638123952,2.363933030724485,0.03833335764194,[0 2 0 6]
99,12200,0.75,0.469,1.0663799905048008,1.153665651350395,0.281,0.0872856608455938,2.9616273261417376,0.1926491881874537,0.3302569549393675,2.141619342060201,0.1386330926354296,[0 1 1 6]
100,12211,0.75,0.353,1.182399706846285,1.2250335241377073,0.397,0.0426338172914222,2.8740547320722385,0.1461051157653496,0.1723952922848866,1.6219969413076252,0.2559826614844942,[1 2 2 3]
101,12222,0.875,0.36,0.7578647363093554,0.8256665909227338,0.515,0.0678018546133784,2.941152054606243,0.1482303286561641,0.1980914964609643,1.7308419336715326,0.0997582381844655,[0 1 1 6]
103,12244,0.75,0.397,2.5615468967573216,2.6268883737735984,0.353,0.0653414770162768,2.967335018588093,0.1224318369892353,0.3370894348632585,2.0114970130510503,0.5141872091703206,[0 2 1 5]
104,12255,1.0,0.33,3.105099037326064,3.1920596084608364,0.6699999999999999,0.0869605711347727,2.9733041299126253,0.1308673413744633,0.34592326598578,2.053067271104008,0.6244464904771316,[0 0 0 8]
106,12277,0.75,0.476,1.2501659969510144,1.2836710135715477,0.274,0.0335050166205332,2.9928318614278915,0.1876203965812388,0.3070736924546196,2.104993112842062,0.166299077711418,[1 0 1 6]
107,12288,0.75,0.475,0.955967161899378,0.9665035449034554,0.275,0.0105363830040772,2.951307605897219,0.1253708797323116,0.1723379458091609,1.610313121607439,0.1720601092942945,[1 2 1 4]
110,12321,0.75,0.541,1.3408342688136454,1.3742057558843217,0.2089999999999999,0.0333714870706762,2.963127009728665,0.1291097154800458,0.243860232831089,1.8096191664497985,0.2570047367183253,[1 0 3 4]
112,12343,0.75,0.412,1.892194548030527,1.9186338574076789,0.338,0.0264393093771522,2.961329688464464,0.1367479828819486,0.2998828465379372,1.956788823114095,0.3618924315323731,[0 1 0 7]
117,12398,0.875,0.626,1.357252693244499,1.3739575907846628,0.249,0.0167048975401638,2.949681401231637,0.1224053174337743,0.180544281189843,1.6235299345857153,0.3129307486614895,[0 0 1 7]
120,12431,0.875,0.45,0.7910655274287048,0.83749489324128,0.425,0.0464293658125751,2.9237507837025225,0.1471681113850864,0.2477286712735808,1.8373087737587868,0.0918731068034295,[1 2 0 5]
121,12442,0.75,0.437,0.6216360776181321,0.6842951485642801,0.313,0.0626590709461479,2.941612597520746,0.1757008920571527,0.2246401717998388,1.8612321520946415,0.0480188792844082,[0 1 1 6]
122,12453,0.75,0.227,2.879702181475885,2.955026857543511,0.523,0.075324676067626,2.9421659739364703,0.1432311161136037,0.2878059617732481,1.9316324094551955,0.6441864428890534,[0 2 3 3]
123,12464,0.75,0.316,2.474865741317445,2.6528431646415096,0.434,0.1779774233240645,2.9403282691828228,0.1353876065492366,0.231870008312593,1.7818913682981563,0.6969042915815968,[0 0 1 7]
127,12508,0.75,0.278,0.560861328101526,0.663348461204631,0.472,0.1024871331031049,2.930908137886363,0.2187169910375889,0.2653225783161795,2.039119321107559,0.0257147001396652,[0 1 2 5]
128,12519,0.75,0.196,3.0199663728123545,3.085510749003776,0.554,0.0655443761914216,2.9815124531037647,0.2373440914649161,0.5326052183580684,2.616180441994306,0.3707795306264102,[0 1 2 5]
129,12530,1.0,0.432,2.740371784532696,2.818727532687064,0.5680000000000001,0.0783557481543684,2.964153736694821,0.1423280042908865,0.3809778958399313,2.1442654124398386,0.4967206551669096,[0 0 1 7]
131,12552,0.75,0.432,1.945710752417558,2.011868651118171,0.318,0.066157898700613,2.950948538195397,0.1499789954174711,0.2124514747084744,1.7765358958683672,0.4664195161359986,[1 1 2 4]
133,12574,0.75,0.452,1.7357144503912294,1.7849123397251554,0.298,0.0491978893339259,3.073116085943295,0.1878660139660747,0.2470858422196985,2.026747099557737,0.3087397217910418,[1 0 1 6]
134,12585,0.875,0.484,1.089493621998634,1.299214276529672,0.391,0.2097206545310381,2.984632740288876,0.2054411036082989,0.545126974593764,2.585746488916375,0.1152376557252264,[0 2 2 4]
138,12629,0.75,0.393,2.2864425239149297,2.3094539801015346,0.357,0.0230114561866048,2.942259655008379,0.1193199141981514,0.2297019294388032,1.7382302388485094,0.5829345616390041,[2 3 0 3]
139,12640,0.875,0.605,1.221370668911545,1.2639031422206195,0.27,0.0425324733090746,2.943922363017712,0.1216460267975287,0.1920044439394401,1.6487291803912874,0.2859276584693767,[0 0 1 7]
143,12684,0.875,0.442,0.713347198013139,0.7683136619845662,0.433,0.0549664639714272,2.853949702257069,0.1179029818124406,0.1161484298701173,1.3807083373926148,0.1209413916543127,[0 1 0 7]
147,12728,0.75,0.346,3.5903858693047424,3.642060177214771,0.404,0.0516743079100288,2.945322075063214,0.1916363428031147,0.2804122434478188,2.023606860372499,0.7567614836321488,[0 3 3 2]
149,12750,0.75,0.262,1.010519376701778,1.0965230664851435,0.488,0.0860036897833655,2.850924324073796,0.122702430048599,0.2178220231818991,1.6636418681658531,0.1963469994781132,[0 1 1 6]
152,12783,0.75,0.33,0.6921710187927375,0.8265618822195269,0.42,0.1343908634267894,2.920146023408446,0.1834459747988967,0.2329444722390133,1.8843212583251872,0.0723579749250377,[2 2 0 4]
153,12794,0.75,0.492,1.1868974642230643,1.232450391778369,0.258,0.0455529275553043,2.9704140840833846,0.1402575267786356,0.6043359624533182,2.5631652859803014,0.1092642189983864,[0 3 2 3]
155,12816,0.75,0.518,2.540161903266316,2.610724909759279,0.2319999999999999,0.0705630064929629,2.950860394362156,0.1470190697634235,0.2958217984537499,1.9636881087446012,0.5345848462279807,[0 0 4 4]
157,12838,0.75,0.371,1.1779522999962089,1.2182802668717665,0.379,0.0403279668755576,2.9916350151743067,0.1119463489445001,0.2734651192071287,1.8572523832946817,0.1902090190182405,[0 2 1 5]
159,12860,0.75,0.363,2.0852156741242687,2.149565333603155,0.387,0.0643496594788861,2.8806406452952382,0.1610636175742769,0.1598907418256449,1.6319645613311542,0.6019013910176907,[1 1 0 6]
160,12871,0.75,0.422,2.191299400887887,2.2698811556219702,0.328,0.078581754734083,2.971620013264978,0.1341186210232932,0.3629504673874685,2.0950850250245154,0.3954123134669578,[1 1 0 6]
163,12904,0.875,0.294,4.099013079485293,4.121084658153288,0.581,0.0220715786679948,2.9967951461457893,0.1679139366264541,0.3748337038282227,2.20778118877228,0.7292613800926677,[0 1 4 3]
168,12959,0.75,0.621,0.5790049972177845,0.6487680460719368,0.129,0.0697630488541523,2.958707269008742,0.2265738677673242,0.2790891001446263,2.1039362353584803,0.0361444993097813,[2 2 0 4]
169,12970,0.75,0.444,4.1769737976032015,4.272396354053308,0.306,0.0954225564501065,2.9861595119628976,0.1200191020690288,0.5208376378736461,2.3905260511389965,0.6534595269699033,[0 1 2 5]
171,12992,0.875,0.431,1.2595717233528445,1.4270675538850122,0.444,0.1674958305321676,2.968487976039005,0.1276152185251869,0.4891892559150977,2.331358448900535,0.1647646945361552,[0 2 2 4]
174,13025,0.875,0.479,1.5958063988256908,1.618245749788349,0.396,0.0224393509626579,2.9475586797589166,0.1213179821802706,0.2066986699110497,1.6881475607999448,0.3759354648986725,[0 2 0 6]
176,13047,0.875,0.319,1.022851598921474,1.129058733622109,0.556,0.106207134700635,2.940474020312948,0.1732871545529908,0.2599631570878124,1.935471535157206,0.1528345819920436,[0 3 2 3]
177,13058,0.75,0.411,0.5553353945555528,0.6889902629945603,0.339,0.1336548684390075,2.9451629325266904,0.196991629656855,0.3886755489399146,2.2539006512999986,0.0336683844436212,[0 2 0 6]
178,13069,0.75,0.442,0.3827424776196289,0.4937099117369647,0.308,0.1109674341173359,2.971907596224159,0.8796798567098979,0.3829095224502312,3.3393840454265984,0.0040048066691104,[0 1 2 5]
181,13102,0.75,0.568,0.8365409549950154,0.8871879074283612,0.182,0.0506469524333458,2.9512573027387985,0.1482898057230097,0.35565368750958,2.0950673838203,0.0820561069390484,[1 0 1 6]
188,13179,0.75,0.475,3.1470519268508226,3.1783257726642025,0.275,0.0312738458133798,2.979006236083292,0.1811256883293429,0.4735601835338575,2.410393218541402,0.4551792578560902,[2 0 2 4]
189,13190,0.75,0.381,2.103329800102696,2.1505715824643388,0.369,0.0472417823616426,2.879252441266932,0.1130585624771027,0.1398552093340142,1.4479914016154318,0.7537789811429726,[2 0 1 5]
190,13201,0.875,0.584,3.109109202519778,3.157102808391748,0.291,0.0479936058719698,2.995459258997569,0.1338840309870387,0.9323884543648132,3.093125336897846,0.2811632929150362,[0 1 1 6]
193,13234,0.75,0.242,3.170141386077619,3.2633797324123024,0.508,0.0932383463346835,2.9414673161109484,0.1543958628560636,0.3361447773015097,2.0601627190909637,0.6382599475333951,[1 3 1 3]
194,13245,0.75,0.541,1.0831644974021153,1.1460445319129762,0.2089999999999999,0.0628800345108608,2.942837980721251,0.1592384103008625,0.2369897554323938,1.8524181367695796,0.1798508351805798,[0 2 0 6]
196,13267,0.875,0.277,2.806233731730203,2.909658699807024,0.598,0.1034249680768208,2.974610073754114,0.1244951328999537,0.3759233728015201,2.104247041477935,0.5301356700945838,[3 1 0 4]
201,13322,0.75,0.502,1.04211803186608,1.087208383018727,0.248,0.045090351152647,2.963147913800302,0.1687786687788352,0.2840975527022743,1.9940823534806604,0.1419214316042749,[0 1 2 5]
203,13344,0.875,0.509,3.161704471241052,3.203676621900221,0.366,0.0419721506591694,2.942120628797976,0.1249967594277188,0.1943678661629608,1.6626616512187329,0.9658069441101612,[1 1 0 6]
204,13355,0.75,0.407,5.07319404340557,5.108181502025821,0.343,0.0349874586202512,2.933496668418834,0.2040678340890342,0.3153790325644602,2.1142491505707657,1.02466724279637,[0 0 3 5]
206,13377,0.875,0.273,1.5513299156857148,1.6199427748183155,0.602,0.0686128591326009,2.940945705620328,0.1433898802336231,0.2474571344414915,1.8386133382981853,0.3150323494922549,[1 5 1 1]
211,13432,0.75,0.486,2.7307445301005897,2.850413181993916,0.264,0.1196686518933263,2.972830697815894,0.1354132753421285,0.3874405011701641,2.149613107185307,0.5162450045797431,[0 2 5 1]
212,13443,0.875,0.392,4.117493383634312,4.278599785042459,0.483,0.1611064014081469,2.946518950554383,0.1127974714168759,0.1946204550031218,1.6337057328527866,1.3849808655781854,[3 1 0 4]
218,13509,0.75,0.291,2.673023715389984,2.712266386718745,0.459,0.0392426713287616,2.973218307820504,0.1313753357080601,0.4706683977973956,2.306964005605852,0.4052613110945612,[1 0 2 5]
219,13520,0.875,0.688,6.9947419528505375,7.050317102095141,0.187,0.0555751492446034,3.007291847382721,0.1416642353895396,0.9886540514691272,3.197245272508023,0.6450754819997536,[0 1 1 6]
221,13542,0.75,0.301,1.4483304916789457,1.50599877410211,0.449,0.0576682824231642,2.8861534893178256,0.1336656398484487,0.1603675497888573,1.5650117453706902,0.3907735133939906,[0 0 4 4]
224,13575,0.75,0.373,2.568332906473416,2.690653571336416,0.377,0.1223206648630004,3.0394213795365648,0.1664980486874895,0.4313898932591246,2.350178296909309,0.3913302922781544,[0 2 0 6]
4,22266,0.75,0.316,1.5894842617438654,1.613525275645223,0.434,0.0240410139013576,2.860874560426732,0.1131450724742981,0.1192895877074254,1.3792699065996703,0.5545510445107574,[0 1 2 5]
5,22277,0.875,0.472,5.03547253578317,5.089026834649948,0.403,0.0535542988667776,2.9745752010320947,0.1667421570970328,0.3954694578182325,2.230359445375559,0.9139753812119698,[0 1 1 6]
12,22354,0.75,0.35,1.945175577782262,2.035828380215296,0.4,0.0906528024330342,2.971626504776549,0.1310742453975988,0.3827247466423467,2.1300551461046915,0.3268975702598855,[1 1 0 6]
13,22365,0.75,0.499,1.2357698875821224,1.318282186508318,0.251,0.0825122989261957,3.0163987092092146,0.1361568201121275,0.3836697733979474,2.1747933334045504,0.1806674938605414,[0 0 2 6]
19,22431,0.75,0.532,3.422521777912236,3.4541143682249484,0.2179999999999999,0.0315925903127127,2.9243078044818698,0.1463013251790735,0.1911473687781885,1.698740179707054,1.0122676519054443,[0 0 2 6]
20,22442,0.75,0.311,1.1099864090917488,1.29604324756252,0.439,0.1860568384707712,2.9236946166061006,0.1706575551365722,0.2304994753124796,1.8517792442462249,0.2231817717672904,[0 3 1 4]
21,22453,0.875,0.651,2.233878020187588,2.261473239040657,0.2239999999999999,0.0275952188530692,2.848519081142739,0.1562249324189758,0.2312106385450359,1.7730414093255016,0.5547873054636706,[2 1 0 5]
24,22486,0.75,0.424,0.8794338496774934,0.9215431727097958,0.326,0.0421093230323024,2.9666745347250814,0.1325097242697912,0.1675083948008378,1.624963632607077,0.1734174786637616,[0 2 1 5]
26,22508,0.75,0.452,4.283213181075444,4.338180089094982,0.298,0.0549669080195389,2.96666363452083,0.1192284838196734,0.326240583118705,1.9800542266254169,0.9797578631283078,[2 0 3 3]
31,22563,0.75,0.374,2.858216388041345,2.985991785972187,0.376,0.1277753979308422,2.9298870560633894,0.1362122561453123,0.207603676775686,1.717963285940418,0.8198979449676638,[0 1 2 5]
32,22574,0.875,0.584,2.679512474786732,2.718080312010798,0.291,0.0385678372240665,2.9759243343662742,0.1611342773813554,0.5192273353854965,2.454662487172432,0.3713355906647784,[0 2 1 5]
35,22607,0.75,0.328,4.6315499213347975,4.696082129839231,0.422,0.064532208504433,2.9799926492357365,0.115566360211197,0.5645146792356391,2.457511315948034,0.6854859969337449,[1 2 4 1]
37,22629,0.75,0.407,3.767003573275176,3.854813050142925,0.343,0.0878094768677497,2.983228459678081,0.1644780438923799,0.5151349906270746,2.4593331475953493,0.5604192094840954,[0 1 3 4]
38,22640,1.0,0.364,2.005125626884773,2.0657372802310427,0.636,0.0606116533462697,2.964314581376539,0.1187504418994477,0.3014123302325455,1.9214676418331376,0.4109712668975654,[0 5 2 1]
46,22728,0.75,0.272,4.110461643703214,4.199908819972644,0.478,0.08944717626943,3.019644510343864,0.1499894784410737,0.3813345384911327,2.2010785526221706,0.755309206925313,[0 1 2 5]
50,22772,0.75,0.44,1.4290805668917217,1.4677329704819213,0.31,0.0386524035901998,3.037216522652922,0.1074499650950512,0.1540820410350077,1.553238605679882,0.3806094684395775,[0 0 0 8]
55,22827,0.75,0.455,5.992686089273509,6.060394302346687,0.295,0.0677082130731774,2.9761676488699687,0.1335230319040249,0.6401280922890908,2.617760872460104,0.8079136367363652,[1 2 1 4]
56,22838,0.75,0.399,3.627552841225661,3.7246850242774143,0.351,0.097132183051753,2.963971843309901,0.1250241958489229,0.3877305357161641,2.12240818582293,0.7075496757500371,[1 0 1 6]
59,22871,0.75,0.331,1.162738786447117,1.237840403902419,0.419,0.0751016174553018,2.970364147458111,0.1937678086966456,0.31854599083111,2.126070792643078,0.1533956698092625,[0 3 1 4]
62,22904,0.75,0.407,1.288906770385016,1.3788754464653723,0.343,0.0899686760803566,2.940274777722519,0.113543236850874,0.2047921958925256,1.6589389689886358,0.3163111485087838,[0 2 1 5]
68,22970,0.75,0.409,1.8089738762569452,1.856512788759532,0.341,0.0475389125025864,2.944039751037992,0.1302578084766513,0.2019133334930813,1.696776416995894,0.4640231478176378,[0 2 5 1]
69,22981,0.75,0.409,0.8212178782665638,0.8605311438438314,0.341,0.0393132655772676,2.881915060276682,0.1816074713422477,0.1427730945122713,1.6413779318278952,0.1197917585284436,[0 1 2 5]
70,22992,0.875,0.435,0.7910456410438366,0.8526747931060664,0.44,0.0616291520622298,2.940599182786964,0.1566859718557061,0.1977851024600902,1.750758457314864,0.1005674626365895,[0 2 0 6]
71,23003,0.75,0.307,3.216938214825982,3.289202226149125,0.443,0.0722640113231425,2.9438978520791808,0.1416586911888575,0.2135125367256163,1.7544525421547164,0.8886117394627977,[0 0 4 4]
72,23014,0.75,0.422,1.103077212569886,1.198686544160661,0.328,0.0956093315907746,2.95883948590917,0.1335499298545942,0.2476184490017234,1.8267530380422312,0.2232784474070378,[0 0 3 5]
73,23025,0.875,0.467,1.5445373571890284,1.5680554333977774,0.408,0.023518076208749,2.8684885719796656,0.139661110675359,0.1690469347111867,1.5937753222206692,0.3962558606888018,[1 2 1 4]
75,23047,0.75,0.457,2.025639063211484,2.089248353856816,0.293,0.0636092906453322,2.995305368782124,0.1453665057457779,0.4303381555813411,2.272694065150597,0.2968634172230144,[1 1 1 5]
83,23135,0.75,0.427,2.162354399706632,2.231442689067222,0.323,0.0690882893605899,2.8664790754033,0.2185510603166653,0.1329821638540754,1.6995422465941004,0.5819117318853994,[0 0 3 5]
89,23201,0.875,0.401,2.728783738862236,2.880947980820962,0.474,0.1521642419587268,2.9403105617407395,0.1672575668542939,0.2408038664800266,1.8782611657454849,0.6626736615747342,[0 2 0 6]
92,23234,0.75,0.41,1.9167699352614544,2.037224065610848,0.34,0.1204541303493935,2.924186466493829,0.1854604468507162,0.1806934688333356,1.769444333147377,0.474972184252493,[1 2 1 4]
94,23256,0.75,0.377,0.7391548495476452,0.7965619020201501,0.373,0.0574070524725048,2.9364177121029846,0.2002396149067599,0.4131547610875562,2.299787609984488,0.0474468276981564,[0 2 2 4]
96,23278,0.75,0.312,1.2299088585169486,1.3697457593838935,0.438,0.1398369008669449,2.990699251213892,0.1406599568639162,0.4572996748992625,2.312643417781901,0.150637664834005,[0 1 4 3]
99,23311,0.875,0.502,2.3693884330978907,2.4877765722520717,0.373,0.1183881391541805,2.9790908342696607,0.1304490400159472,0.3118171917576735,1.9811877584253053,0.4937786685204061,[0 2 4 2]
100,23322,0.75,0.297,0.7473074137925191,0.9688760011051064,0.453,0.2215685873125872,2.922643344776609,0.127063771830873,0.2128721190372035,1.7040186004997635,0.14416902655641,[0 1 0 7]
103,23355,0.75,0.499,8.192199883753828,8.225805535454498,0.251,0.0336056517006699,3.0305525906549797,0.1162784195499733,0.4793033788711965,2.338797028256689,1.409525166614803,[1 1 2 4]
104,23366,0.75,0.491,2.68988306111656,2.742180018877592,0.259,0.0522969577610323,2.87742874748737,0.1182204570258873,0.1878742334438928,1.5919611914537022,0.8733152068248125,[0 2 3 3]
105,23377,0.875,0.513,4.319647560509696,4.369811481546178,0.362,0.0501639210364821,2.983760536236488,0.1712321425729134,0.2837171669545736,2.0125444015238165,0.9518060983020884,[1 1 0 6]
110,23432,0.875,0.453,0.8175578675694942,0.9864411532627674,0.422,0.1688832856932731,3.0078322616413304,0.1596345285890044,0.4931479481208647,2.430176724808784,0.0809693066521548,[1 3 0 4]
111,23443,0.875,0.47,0.6579196486854575,0.7424411675731873,0.405,0.0845215188877298,2.96218001905364,0.1995180373937466,0.2817885876498208,2.0550498822300347,0.0548631707915756,[0 0 1 7]
114,23476,0.75,0.4,1.67365370456641,1.8420886987027336,0.35,0.1684349941363236,2.9696676782512057,0.1748721359818234,0.3492102744545317,2.149847449945373,0.2824398653433649,[0 3 0 5]
115,23487,0.75,0.326,2.0111756397725555,2.0490126711984398,0.424,0.0378370314258837,2.9113116183369128,0.1208402510687558,0.2150163132095282,1.687196298807552,0.5301600961391238,[0 2 3 3]
116,23498,0.875,0.508,2.990322766460084,3.0482118068691517,0.367,0.0578890404090675,2.9419664281025044,0.1133227882929889,0.2060294351641956,1.6625422264401923,0.9039249075298094,[0 2 4 2]
